	EX_pro_e	rxn2	EX_gly_e	rxn3	EX_h_e	rxn4	EX_co2_e	rxn5	EX_pi_e	rxn6	EX_adp_c	rxn8	DM_atp_c
130	-825.9409690374997	825.9409690374997	-825.9409690374997	825.9409690374997	825.9409690374997	825.9409690374997	825.9409690374997	825.9409690374997	-825.9409690374997	825.9409690374997	-825.9409690374997	825.9409690374997	825.9409690374997
131	-813.3909692376998	813.3909692376998	-813.3909692376998	813.3909692376998	813.3909692376998	813.3909692376998	813.3909692376998	813.3909692376998	-813.3909692376998	813.3909692376998	-813.3909692376998	813.3909692376998	813.3909692376998
132	-807.103419338	807.103419338	-807.103419338	807.103419338	807.103419338	807.103419338	807.103419338	807.103419338	-807.103419338	807.103419338	-807.103419338	807.103419338	807.103419338
133	-803.9533568382503	803.9533568382503	-803.9533568382503	803.9533568382503	803.9533568382503	803.9533568382503	803.9533568382503	803.9533568382503	-803.9533568382503	803.9533568382503	-803.9533568382503	803.9533568382503	803.9533568382503
134	-802.3751755258758	802.3751755258758	-802.3751755258758	802.3751755258758	802.3751755258758	802.3751755258758	802.3751755258758	802.3751755258758	-802.3751755258758	802.3751755258758	-802.3751755258758	802.3751755258758	802.3751755258758
135	-926.037412274875	926.037412274875	-926.037412274875	926.037412274875	926.037412274875	926.037412274875	926.037412274875	926.037412274875	-926.037412274875	926.037412274875	-926.037412274875	926.037412274875	926.037412274875
136	-907.2750623745748	907.2750623745748	-907.2750623745748	907.2750623745748	907.2750623745748	907.2750623745748	907.2750623745748	907.2750623745748	-907.2750623745748	907.2750623745748	-907.2750623745748	907.2750623745748	907.2750623745748
137	-876.037612274875	876.037612274875	-876.037612274875	876.037612274875	876.037612274875	876.037612274875	876.037612274875	876.037612274875	-876.037612274875	876.037612274875	-876.037612274875	876.037612274875	876.037612274875
138	-857.2752623745747	857.2752623745747	-857.2752623745747	857.2752623745747	857.2752623745747	857.2752623745747	857.2752623745747	857.2752623745747	-857.2752623745747	857.2752623745747	-857.2752623745747	857.2752623745747	857.2752623745747
139	-832.2253625745747	832.2253625745747	-832.2253625745747	832.2253625745747	832.2253625745747	832.2253625745747	832.2253625745747	832.2253625745747	-832.2253625745747	832.2253625745747	-832.2253625745747	832.2253625745747	832.2253625745747
140	-819.6753627747747	819.6753627747747	-819.6753627747747	819.6753627747747	819.6753627747747	819.6753627747747	819.6753627747747	819.6753627747747	-819.6753627747747	819.6753627747747	-819.6753627747747	819.6753627747747	819.6753627747747
141	-805.528381788	805.528381788	-805.528381788	805.528381788	805.528381788	805.528381788	805.528381788	805.528381788	-805.528381788	805.528381788	-805.528381788	805.528381788	805.528381788
142	-950.9873124748749	950.9873124748749	-950.9873124748749	950.9873124748749	950.9873124748749	950.9873124748749	950.9873124748749	950.9873124748749	-950.9873124748749	950.9873124748749	-950.9873124748749	950.9873124748749	950.9873124748749
143	-913.537512274675	913.537512274675	-913.537512274675	913.537512274675	913.537512274675	913.537512274675	913.537512274675	913.537512274675	-913.537512274675	913.537512274675	-913.537512274675	913.537512274675	913.537512274675
144	-904.1375749746246	904.1375749746246	-904.1375749746246	904.1375749746246	904.1375749746246	904.1375749746246	904.1375749746246	904.1375749746246	-904.1375749746246	904.1375749746246	-904.1375749746246	904.1375749746246	904.1375749746246
145	-902.5656937872495	902.5656937872495	-902.5656937872495	902.5656937872495	902.5656937872495	902.5656937872495	902.5656937872495	902.5656937872495	-902.5656937872495	902.5656937872495	-902.5656937872495	902.5656937872495	902.5656937872495
146	-863.537712274675	863.537712274675	-863.537712274675	863.537712274675	863.537712274675	863.537712274675	863.537712274675	863.537712274675	-863.537712274675	863.537712274675	-863.537712274675	863.537712274675	863.537712274675
147	-854.1377749746246	854.1377749746246	-854.1377749746246	854.1377749746246	854.1377749746246	854.1377749746246	854.1377749746246	854.1377749746246	-854.1377749746246	854.1377749746246	-854.1377749746246	854.1377749746246	854.1377749746246
148	-852.5658937872495	852.5658937872495	-852.5658937872495	852.5658937872495	852.5658937872495	852.5658937872495	852.5658937872495	852.5658937872495	-852.5658937872495	852.5658937872495	-852.5658937872495	852.5658937872495	852.5658937872495
149	-838.4878124746749	838.4878124746749	-838.4878124746749	838.4878124746749	838.4878124746749	838.4878124746749	838.4878124746749	838.4878124746749	-838.4878124746749	838.4878124746749	-838.4878124746749	838.4878124746749	838.4878124746749
150	-829.0878751746245	829.0878751746245	-829.0878751746245	829.0878751746245	829.0878751746245	829.0878751746245	829.0878751746245	829.0878751746245	-829.0878751746245	829.0878751746245	-829.0878751746245	829.0878751746245	829.0878751746245
151	-827.5159939872494	827.5159939872494	-827.5159939872494	827.5159939872494	827.5159939872494	827.5159939872494	827.5159939872494	827.5159939872494	-827.5159939872494	827.5159939872494	-827.5159939872494	827.5159939872494	827.5159939872494
152	-816.5378753748246	816.5378753748246	-816.5378753748246	816.5378753748246	816.5378753748246	816.5378753748246	816.5378753748246	816.5378753748246	-816.5378753748246	816.5378753748246	-816.5378753748246	816.5378753748246	816.5378753748246
153	-814.9659941874495	814.9659941874495	-814.9659941874495	814.9659941874495	814.9659941874495	814.9659941874495	814.9659941874495	814.9659941874495	-814.9659941874495	814.9659941874495	-814.9659941874495	814.9659941874495	814.9659941874495
154	-810.2503254751248	810.2503254751248	-810.2503254751248	810.2503254751248	810.2503254751248	810.2503254751248	810.2503254751248	810.2503254751248	-810.2503254751248	810.2503254751248	-810.2503254751248	810.2503254751248	810.2503254751248
155	-808.6784442877497	808.6784442877497	-808.6784442877497	808.6784442877497	808.6784442877497	808.6784442877497	808.6784442877497	808.6784442877497	-808.6784442877497	808.6784442877497	-808.6784442877497	808.6784442877497	808.6784442877497
156	-963.4840687127002	963.4840687127002	-963.4840687127002	963.4840687127002	963.4840687127002	963.4840687127002	963.4840687127002	963.4840687127002	-963.4840687127002	963.4840687127002	-963.4840687127002	963.4840687127002	963.4840687127002
157	-957.2466186126004	957.2466186126004	-957.2466186126004	957.2466186126004	957.2466186126004	957.2466186126004	957.2466186126004	957.2466186126004	-957.2466186126004	957.2466186126004	-957.2466186126004	957.2466186126004	957.2466186126004
158	-954.1216561124503	954.1216561124503	-954.1216561124503	954.1216561124503	954.1216561124503	954.1216561124503	954.1216561124503	954.1216561124503	-954.1216561124503	954.1216561124503	-954.1216561124503	954.1216561124503	954.1216561124503
159	-952.5560498998751	952.5560498998751	-952.5560498998751	952.5560498998751	952.5560498998751	952.5560498998751	952.5560498998751	952.5560498998751	-952.5560498998751	952.5560498998751	-952.5560498998751	952.5560498998751	952.5560498998751
160	-938.5341685127001	938.5341685127001	-938.5341685127001	938.5341685127001	938.5341685127001	938.5341685127001	938.5341685127001	938.5341685127001	-938.5341685127001	938.5341685127001	-938.5341685127001	938.5341685127001	938.5341685127001
161	-932.2967184126004	932.2967184126004	-932.2967184126004	932.2967184126004	932.2967184126004	932.2967184126004	932.2967184126004	932.2967184126004	-932.2967184126004	932.2967184126004	-932.2967184126004	932.2967184126004	932.2967184126004
162	-919.7968184124005	919.7968184124005	-919.7968184124005	919.7968184124005	919.7968184124005	919.7968184124005	919.7968184124005	919.7968184124005	-919.7968184124005	919.7968184124005	-919.7968184124005	919.7968184124005	919.7968184124005
163	-916.6718559122504	916.6718559122504	-916.6718559122504	916.6718559122504	916.6718559122504	916.6718559122504	916.6718559122504	916.6718559122504	-916.6718559122504	916.6718559122504	-916.6718559122504	916.6718559122504	916.6718559122504
164	-915.1062496996752	915.1062496996752	-915.1062496996752	915.1062496996752	915.1062496996752	915.1062496996752	915.1062496996752	915.1062496996752	-915.1062496996752	915.1062496996752	-915.1062496996752	915.1062496996752	915.1062496996752
165	-910.4094060121503	910.4094060121503	-910.4094060121503	910.4094060121503	910.4094060121503	910.4094060121503	910.4094060121503	910.4094060121503	-910.4094060121503	910.4094060121503	-910.4094060121503	910.4094060121503	910.4094060121503
166	-908.8437997995751	908.8437997995751	-908.8437997995751	908.8437997995751	908.8437997995751	908.8437997995751	908.8437997995751	908.8437997995751	-908.8437997995751	908.8437997995751	-908.8437997995751	908.8437997995751	908.8437997995751
167	-905.7063123996248	905.7063123996248	-905.7063123996248	905.7063123996248	905.7063123996248	905.7063123996248	905.7063123996248	905.7063123996248	-905.7063123996248	905.7063123996248	-905.7063123996248	905.7063123996248	905.7063123996248
168	-882.2969184126003	882.2969184126003	-882.2969184126003	882.2969184126003	882.2969184126003	882.2969184126003	882.2969184126003	882.2969184126003	-882.2969184126003	882.2969184126003	-882.2969184126003	882.2969184126003	882.2969184126003
169	-869.7970184124005	869.7970184124005	-869.7970184124005	869.7970184124005	869.7970184124005	869.7970184124005	869.7970184124005	869.7970184124005	-869.7970184124005	869.7970184124005	-869.7970184124005	869.7970184124005	869.7970184124005
170	-866.6720559122504	866.6720559122504	-866.6720559122504	866.6720559122504	866.6720559122504	866.6720559122504	866.6720559122504	866.6720559122504	-866.6720559122504	866.6720559122504	-866.6720559122504	866.6720559122504	866.6720559122504
171	-865.1064496996752	865.1064496996752	-865.1064496996752	865.1064496996752	865.1064496996752	865.1064496996752	865.1064496996752	865.1064496996752	-865.1064496996752	865.1064496996752	-865.1064496996752	865.1064496996752	865.1064496996752
172	-860.4096060121502	860.4096060121502	-860.4096060121502	860.4096060121502	860.4096060121502	860.4096060121502	860.4096060121502	860.4096060121502	-860.4096060121502	860.4096060121502	-860.4096060121502	860.4096060121502	860.4096060121502
173	-858.843999799575	858.843999799575	-858.843999799575	858.843999799575	858.843999799575	858.843999799575	858.843999799575	858.843999799575	-858.843999799575	858.843999799575	-858.843999799575	858.843999799575	858.843999799575
174	-855.7065123996248	855.7065123996248	-855.7065123996248	855.7065123996248	855.7065123996248	855.7065123996248	855.7065123996248	855.7065123996248	-855.7065123996248	855.7065123996248	-855.7065123996248	855.7065123996248	855.7065123996248
175	-844.7471186124004	844.7471186124004	-844.7471186124004	844.7471186124004	844.7471186124004	844.7471186124004	844.7471186124004	844.7471186124004	-844.7471186124004	844.7471186124004	-844.7471186124004	844.7471186124004	844.7471186124004
176	-841.6221561122503	841.6221561122503	-841.6221561122503	841.6221561122503	841.6221561122503	841.6221561122503	841.6221561122503	841.6221561122503	-841.6221561122503	841.6221561122503	-841.6221561122503	841.6221561122503	841.6221561122503
177	-840.0565498996751	840.0565498996751	-840.0565498996751	840.0565498996751	840.0565498996751	840.0565498996751	840.0565498996751	840.0565498996751	-840.0565498996751	840.0565498996751	-840.0565498996751	840.0565498996751	840.0565498996751
178	-835.3597062121502	835.3597062121502	-835.3597062121502	835.3597062121502	835.3597062121502	835.3597062121502	835.3597062121502	835.3597062121502	-835.3597062121502	835.3597062121502	-835.3597062121502	835.3597062121502	835.3597062121502
179	-833.794099999575	833.794099999575	-833.794099999575	833.794099999575	833.794099999575	833.794099999575	833.794099999575	833.794099999575	-833.794099999575	833.794099999575	-833.794099999575	833.794099999575	833.794099999575
180	-830.6566125996247	830.6566125996247	-830.6566125996247	830.6566125996247	830.6566125996247	830.6566125996247	830.6566125996247	830.6566125996247	-830.6566125996247	830.6566125996247	-830.6566125996247	830.6566125996247	830.6566125996247
181	-818.1066127998248	818.1066127998248	-818.1066127998248	818.1066127998248	818.1066127998248	818.1066127998248	818.1066127998248	818.1066127998248	-818.1066127998248	818.1066127998248	-818.1066127998248	818.1066127998248	818.1066127998248
182	-811.819062900125	811.819062900125	-811.819062900125	811.819062900125	811.819062900125	811.819062900125	811.819062900125	811.819062900125	-811.819062900125	811.819062900125	-811.819062900125	811.819062900125	811.819062900125
183	-975.9340689125002	975.9340689125002	-975.9340689125002	975.9340689125002	975.9340689125002	975.9340689125002	975.9340689125002	975.9340689125002	-975.9340689125002	975.9340689125002	-975.9340689125002	975.9340689125002	975.9340689125002
184	-929.1717559124504	929.1717559124504	-929.1717559124504	929.1717559124504	929.1717559124504	929.1717559124504	929.1717559124504	929.1717559124504	-929.1717559124504	929.1717559124504	-929.1717559124504	929.1717559124504	929.1717559124504
185	-927.6061496998752	927.6061496998752	-927.6061496998752	927.6061496998752	927.6061496998752	927.6061496998752	927.6061496998752	927.6061496998752	-927.6061496998752	927.6061496998752	-927.6061496998752	927.6061496998752	927.6061496998752
186	-888.5343685127002	888.5343685127002	-888.5343685127002	888.5343685127002	888.5343685127002	888.5343685127002	888.5343685127002	888.5343685127002	-888.5343685127002	888.5343685127002	-888.5343685127002	888.5343685127002	888.5343685127002
187	-879.1719559124504	879.1719559124504	-879.1719559124504	879.1719559124504	879.1719559124504	879.1719559124504	879.1719559124504	879.1719559124504	-879.1719559124504	879.1719559124504	-879.1719559124504	879.1719559124504	879.1719559124504
188	-877.6063496998752	877.6063496998752	-877.6063496998752	877.6063496998752	877.6063496998752	877.6063496998752	877.6063496998752	877.6063496998752	-877.6063496998752	877.6063496998752	-877.6063496998752	877.6063496998752	877.6063496998752
189	-822.8097064123501	822.8097064123501	-822.8097064123501	822.8097064123501	822.8097064123501	822.8097064123501	822.8097064123501	822.8097064123501	-822.8097064123501	822.8097064123501	-822.8097064123501	822.8097064123501	822.8097064123501
190	-821.244100199775	821.244100199775	-821.244100199775	821.244100199775	821.244100199775	821.244100199775	821.244100199775	821.244100199775	-821.244100199775	821.244100199775	-821.244100199775	821.244100199775	821.244100199775
191	-982.1683878001749	982.1683878001749	-982.1683878001749	982.1683878001749	982.1683878001749	982.1683878001749	982.1683878001749	982.1683878001749	-982.1683878001749	982.1683878001749	-982.1683878001749	982.1683878001749	982.1683878001749
192	-979.055900200225	979.055900200225	-979.055900200225	979.055900200225	979.055900200225	979.055900200225	979.055900200225	979.055900200225	-979.055900200225	979.055900200225	-979.055900200225	979.055900200225	979.055900200225
193	-977.49654391265	977.49654391265	-977.49654391265	977.49654391265	977.49654391265	977.49654391265	977.49654391265	977.49654391265	-977.49654391265	977.49654391265	-977.49654391265	977.49654391265	977.49654391265
194	-969.7183876003747	969.7183876003747	-969.7183876003747	969.7183876003747	969.7183876003747	969.7183876003747	969.7183876003747	969.7183876003747	-969.7183876003747	969.7183876003747	-969.7183876003747	969.7183876003747	969.7183876003747
195	-955.6841311126003	955.6841311126003	-955.6841311126003	955.6841311126003	955.6841311126003	955.6841311126003	955.6841311126003	955.6841311126003	-955.6841311126003	955.6841311126003	-955.6841311126003	955.6841311126003	955.6841311126003
196	-944.7684874003747	944.7684874003747	-944.7684874003747	944.7684874003747	944.7684874003747	944.7684874003747	944.7684874003747	944.7684874003747	-944.7684874003747	944.7684874003747	-944.7684874003747	944.7684874003747	944.7684874003747
197	-930.7342309126003	930.7342309126003	-930.7342309126003	930.7342309126003	930.7342309126003	930.7342309126003	930.7342309126003	930.7342309126003	-930.7342309126003	930.7342309126003	-930.7342309126003	930.7342309126003	930.7342309126003
198	-918.2343309124004	918.2343309124004	-918.2343309124004	918.2343309124004	918.2343309124004	918.2343309124004	918.2343309124004	918.2343309124004	-918.2343309124004	918.2343309124004	-918.2343309124004	918.2343309124004	918.2343309124004
199	-894.7686874003749	894.7686874003749	-894.7686874003749	894.7686874003749	894.7686874003749	894.7686874003749	894.7686874003749	894.7686874003749	-894.7686874003749	894.7686874003749	-894.7686874003749	894.7686874003749	894.7686874003749
200	-891.656199800425	891.656199800425	-891.656199800425	891.656199800425	891.656199800425	891.656199800425	891.656199800425	891.656199800425	-891.656199800425	891.656199800425	-891.656199800425	891.656199800425	891.656199800425
201	-890.0968435128501	890.0968435128501	-890.0968435128501	890.0968435128501	890.0968435128501	890.0968435128501	890.0968435128501	890.0968435128501	-890.0968435128501	890.0968435128501	-890.0968435128501	890.0968435128501	890.0968435128501
202	-885.4187497003253	885.4187497003253	-885.4187497003253	885.4187497003253	885.4187497003253	885.4187497003253	885.4187497003253	885.4187497003253	-885.4187497003253	885.4187497003253	-885.4187497003253	885.4187497003253	885.4187497003253
203	-883.8593934127504	883.8593934127504	-883.8593934127504	883.8593934127504	883.8593934127504	883.8593934127504	883.8593934127504	883.8593934127504	-883.8593934127504	883.8593934127504	-883.8593934127504	883.8593934127504	883.8593934127504
204	-880.7344309126003	880.7344309126003	-880.7344309126003	880.7344309126003	880.7344309126003	880.7344309126003	880.7344309126003	880.7344309126003	-880.7344309126003	880.7344309126003	-880.7344309126003	880.7344309126003	880.7344309126003
205	-868.2345309124004	868.2345309124004	-868.2345309124004	868.2345309124004	868.2345309124004	868.2345309124004	868.2345309124004	868.2345309124004	-868.2345309124004	868.2345309124004	-868.2345309124004	868.2345309124004	868.2345309124004
206	-843.1846311124003	843.1846311124003	-843.1846311124003	843.1846311124003	843.1846311124003	843.1846311124003	843.1846311124003	843.1846311124003	-843.1846311124003	843.1846311124003	-843.1846311124003	843.1846311124003	843.1846311124003
207	-824.3721814125	824.3721814125	-824.3721814125	824.3721814125	824.3721814125	824.3721814125	824.3721814125	824.3721814125	-824.3721814125	824.3721814125	-824.3721814125	824.3721814125	824.3721814125
208	-988.3809378998751	988.3809378998751	-988.3809378998751	988.3809378998751	988.3809378998751	988.3809378998751	988.3809378998751	988.3809378998751	-988.3809378998751	988.3809378998751	-988.3809378998751	988.3809378998751	988.3809378998751
209	-966.605900000425	966.605900000425	-966.605900000425	966.605900000425	966.605900000425	966.605900000425	966.605900000425	966.605900000425	-966.605900000425	966.605900000425	-966.605900000425	966.605900000425	966.605900000425
210	-965.04654371285	965.04654371285	-965.04654371285	965.04654371285	965.04654371285	965.04654371285	965.04654371285	965.04654371285	-965.04654371285	965.04654371285	-965.04654371285	965.04654371285	965.04654371285
211	-960.3684499003252	960.3684499003252	-960.3684499003252	960.3684499003252	960.3684499003252	960.3684499003252	960.3684499003252	960.3684499003252	-960.3684499003252	960.3684499003252	-960.3684499003252	960.3684499003252	960.3684499003252
212	-958.8090936127503	958.8090936127503	-958.8090936127503	958.8090936127503	958.8090936127503	958.8090936127503	958.8090936127503	958.8090936127503	-958.8090936127503	958.8090936127503	-958.8090936127503	958.8090936127503	958.8090936127503
213	-941.655999800425	941.655999800425	-941.655999800425	941.655999800425	941.655999800425	941.655999800425	941.655999800425	941.655999800425	-941.655999800425	941.655999800425	-941.655999800425	941.655999800425	941.655999800425
214	-940.09664351285	940.09664351285	-940.09664351285	940.09664351285	940.09664351285	940.09664351285	940.09664351285	940.09664351285	-940.09664351285	940.09664351285	-940.09664351285	940.09664351285	940.09664351285
215	-935.4185497003252	935.4185497003252	-935.4185497003252	935.4185497003252	935.4185497003252	935.4185497003252	935.4185497003252	935.4185497003252	-935.4185497003252	935.4185497003252	-935.4185497003252	935.4185497003252	935.4185497003252
216	-933.8591934127503	933.8591934127503	-933.8591934127503	933.8591934127503	933.8591934127503	933.8591934127503	933.8591934127503	933.8591934127503	-933.8591934127503	933.8591934127503	-933.8591934127503	933.8591934127503	933.8591934127503
217	-922.9186497001253	922.9186497001253	-922.9186497001253	922.9186497001253	922.9186497001253	922.9186497001253	922.9186497001253	922.9186497001253	-922.9186497001253	922.9186497001253	-922.9186497001253	922.9186497001253	922.9186497001253
218	-921.3592934125504	921.3592934125504	-921.3592934125504	921.3592934125504	921.3592934125504	921.3592934125504	921.3592934125504	921.3592934125504	-921.3592934125504	921.3592934125504	-921.3592934125504	921.3592934125504	921.3592934125504
219	-911.9718810123002	911.9718810123002	-911.9718810123002	911.9718810123002	911.9718810123002	911.9718810123002	911.9718810123002	911.9718810123002	-911.9718810123002	911.9718810123002	-911.9718810123002	911.9718810123002	911.9718810123002
220	-872.9188497001253	872.9188497001253	-872.9188497001253	872.9188497001253	872.9188497001253	872.9188497001253	872.9188497001253	872.9188497001253	-872.9188497001253	872.9188497001253	-872.9188497001253	872.9188497001253	872.9188497001253
221	-871.3594934125504	871.3594934125504	-871.3594934125504	871.3594934125504	871.3594934125504	871.3594934125504	871.3594934125504	871.3594934125504	-871.3594934125504	871.3594934125504	-871.3594934125504	871.3594934125504	871.3594934125504
222	-861.9720810123001	861.9720810123001	-861.9720810123001	861.9720810123001	861.9720810123001	861.9720810123001	861.9720810123001	861.9720810123001	-861.9720810123001	861.9720810123001	-861.9720810123001	861.9720810123001	861.9720810123001
223	-847.8689499001252	847.8689499001252	-847.8689499001252	847.8689499001252	847.8689499001252	847.8689499001252	847.8689499001252	847.8689499001252	-847.8689499001252	847.8689499001252	-847.8689499001252	847.8689499001252	847.8689499001252
224	-846.3095936125503	846.3095936125503	-846.3095936125503	846.3095936125503	846.3095936125503	846.3095936125503	846.3095936125503	846.3095936125503	-846.3095936125503	846.3095936125503	-846.3095936125503	846.3095936125503	846.3095936125503
225	-836.9221812123001	836.9221812123001	-836.9221812123001	836.9221812123001	836.9221812123001	836.9221812123001	836.9221812123001	836.9221812123001	-836.9221812123001	836.9221812123001	-836.9221812123001	836.9221812123001	836.9221812123001
226	-994.590369287	994.590369287	-994.590369287	994.590369287	994.590369287	994.590369287	994.590369287	994.590369287	-994.590369287	994.590369287	-994.590369287	994.590369287	994.590369287
227	-991.4903067872497	991.4903067872497	-991.4903067872497	991.4903067872497	991.4903067872497	991.4903067872497	991.4903067872497	991.4903067872497	-991.4903067872497	991.4903067872497	-991.4903067872497	991.4903067872497	991.4903067872497
228	-989.9371754748747	989.9371754748747	-989.9371754748747	989.9371754748747	989.9371754748747	989.9371754748747	989.9371754748747	989.9371754748747	-989.9371754748747	989.9371754748747	-989.9371754748747	989.9371754748747	989.9371754748747
229	-985.2777566875495	985.2777566875495	-985.2777566875495	985.2777566875495	985.2777566875495	985.2777566875495	985.2777566875495	985.2777566875495	-985.2777566875495	985.2777566875495	-985.2777566875495	985.2777566875495	985.2777566875495
230	-983.7246253751746	983.7246253751746	-983.7246253751746	983.7246253751746	983.7246253751746	983.7246253751746	983.7246253751746	983.7246253751746	-983.7246253751746	983.7246253751746	-983.7246253751746	983.7246253751746	983.7246253751746
231	-980.6121377752247	980.6121377752247	-980.6121377752247	980.6121377752247	980.6121377752247	980.6121377752247	980.6121377752247	980.6121377752247	-980.6121377752247	980.6121377752247	-980.6121377752247	980.6121377752247	980.6121377752247
232	-972.8277564877494	972.8277564877494	-972.8277564877494	972.8277564877494	972.8277564877494	972.8277564877494	972.8277564877494	972.8277564877494	-972.8277564877494	972.8277564877494	-972.8277564877494	972.8277564877494	972.8277564877494
233	-971.2746251753745	971.2746251753745	-971.2746251753745	971.2746251753745	971.2746251753745	971.2746251753745	971.2746251753745	971.2746251753745	-971.2746251753745	971.2746251753745	-971.2746251753745	971.2746251753745	971.2746251753745
234	-968.1621375754246	968.1621375754246	-968.1621375754246	968.1621375754246	968.1621375754246	968.1621375754246	968.1621375754246	968.1621375754246	-968.1621375754246	968.1621375754246	-968.1621375754246	968.1621375754246	968.1621375754246
235	-961.9246874753248	961.9246874753248	-961.9246874753248	961.9246874753248	961.9246874753248	961.9246874753248	961.9246874753248	961.9246874753248	-961.9246874753248	961.9246874753248	-961.9246874753248	961.9246874753248	961.9246874753248
236	-947.8778562877494	947.8778562877494	-947.8778562877494	947.8778562877494	947.8778562877494	947.8778562877494	947.8778562877494	947.8778562877494	-947.8778562877494	947.8778562877494	-947.8778562877494	947.8778562877494	947.8778562877494
237	-946.3247249753745	946.3247249753745	-946.3247249753745	946.3247249753745	946.3247249753745	946.3247249753745	946.3247249753745	946.3247249753745	-946.3247249753745	946.3247249753745	-946.3247249753745	946.3247249753745	946.3247249753745
238	-943.2122373754246	943.2122373754246	-943.2122373754246	943.2122373754246	943.2122373754246	943.2122373754246	943.2122373754246	943.2122373754246	-943.2122373754246	943.2122373754246	-943.2122373754246	943.2122373754246	943.2122373754246
239	-936.9747872753248	936.9747872753248	-936.9747872753248	936.9747872753248	936.9747872753248	936.9747872753248	936.9747872753248	936.9747872753248	-936.9747872753248	936.9747872753248	-936.9747872753248	936.9747872753248	936.9747872753248
240	-924.474887275125	924.474887275125	-924.474887275125	924.474887275125	924.474887275125	924.474887275125	924.474887275125	924.474887275125	-924.474887275125	924.474887275125	-924.474887275125	924.474887275125	924.474887275125
241	-893.2124373754248	893.2124373754248	-893.2124373754248	893.2124373754248	893.2124373754248	893.2124373754248	893.2124373754248	893.2124373754248	-893.2124373754248	893.2124373754248	-893.2124373754248	893.2124373754248	893.2124373754248
242	-874.4750872751249	874.4750872751249	-874.4750872751249	874.4750872751249	874.4750872751249	874.4750872751249	874.4750872751249	874.4750872751249	-874.4750872751249	874.4750872751249	-874.4750872751249	874.4750872751249	874.4750872751249
243	-849.4251874751249	849.4251874751249	-849.4251874751249	849.4251874751249	849.4251874751249	849.4251874751249	849.4251874751249	849.4251874751249	-849.4251874751249	849.4251874751249	-849.4251874751249	849.4251874751249	849.4251874751249
244	-897.8780562877495	897.8780562877495	-897.8780562877495	897.8780562877495	897.8780562877495	897.8780562877495	897.8780562877495	897.8780562877495	-897.8780562877495	897.8780562877495	-897.8780562877495	897.8780562877495	897.8780562877495
245	-896.3249249753745	896.3249249753745	-896.3249249753745	896.3249249753745	896.3249249753745	896.3249249753745	896.3249249753745	896.3249249753745	-896.3249249753745	896.3249249753745	-896.3249249753745	896.3249249753745	896.3249249753745
246	-886.9749872753249	886.9749872753249	-886.9749872753249	886.9749872753249	886.9749872753249	886.9749872753249	886.9749872753249	886.9749872753249	-886.9749872753249	886.9749872753249	-886.9749872753249	886.9749872753249	886.9749872753249
247	-996.1403943367503	996.1403943367503	-996.1403943367503	996.1403943367503	996.1403943367503	996.1403943367503	996.1403943367503	996.1403943367503	-996.1403943367503	996.1403943367503	-996.1403943367503	996.1403943367503	996.1403943367503
248	-899.4280813374996	899.4280813374996	-899.4280813374996	899.4280813374996	899.4280813374996	899.4280813374996	899.4280813374996	899.4280813374996	-899.4280813374996	899.4280813374996	-899.4280813374996	899.4280813374996	899.4280813374996
249	-997.6873255241259	997.6873255241259	-997.6873255241259	997.6873255241259	997.6873255241259	997.6873255241259	997.6873255241259	997.6873255241259	-997.6873255241259	997.6873255241259	-997.6873255241259	997.6873255241259	997.6873255241259
250	-993.0403318369998	993.0403318369998	-993.0403318369998	993.0403318369998	993.0403318369998	993.0403318369998	993.0403318369998	993.0403318369998	-993.0403318369998	993.0403318369998	-993.0403318369998	993.0403318369998	993.0403318369998
251	-986.8277817372997	986.8277817372997	-986.8277817372997	986.8277817372997	986.8277817372997	986.8277817372997	986.8277817372997	986.8277817372997	-986.8277817372997	986.8277817372997	-986.8277817372997	986.8277817372997	986.8277817372997
252	-974.3777815374996	974.3777815374996	-974.3777815374996	974.3777815374996	974.3777815374996	974.3777815374996	974.3777815374996	974.3777815374996	-974.3777815374996	974.3777815374996	-974.3777815374996	974.3777815374996	974.3777815374996
253	-949.4278813374996	949.4278813374996	-949.4278813374996	949.4278813374996	949.4278813374996	949.4278813374996	949.4278813374996	949.4278813374996	-949.4278813374996	949.4278813374996	-949.4278813374996	949.4278813374996	949.4278813374996
254	-999.2311628491265	999.2311628491265	-999.2311628491265	999.2311628491265	999.2311628491265	999.2311628491265	999.2311628491265	999.2311628491265	-999.2311628491265	999.2311628491265	-999.2311628491265	999.2311628491265	999.2311628491265
255	-800.3977127632892	800.3977127632892	-800.3977127632892	800.3977127632892	800.3977127632892	800.3977127632892	800.3977127632892	800.3977127632892	-800.3977127632892	800.3977127632892	-800.3977127632892	800.3977127632892	800.3977127632892
256	-900.5961250875873	900.5961250875873	-900.5961250875873	900.5961250875873	900.5961250875873	900.5961250875873	900.5961250875873	900.5961250875873	-900.5961250875873	900.5961250875873	-900.5961250875873	900.5961250875873	900.5961250875873
257	-850.5963250875873	850.5963250875873	-850.5963250875873	850.5963250875873	850.5963250875873	850.5963250875873	850.5963250875873	850.5963250875873	-850.5963250875873	850.5963250875873	-850.5963250875873	850.5963250875873	850.5963250875873
258	-825.5464252875872	825.5464252875872	-825.5464252875872	825.5464252875872	825.5464252875872	825.5464252875872	825.5464252875872	825.5464252875872	-825.5464252875872	825.5464252875872	-825.5464252875872	825.5464252875872	825.5464252875872
